順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,持ち物_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,持ち物_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,持ち物_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,持ち物_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,持ち物_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,持ち物_6
241,2604.453,0450-00,カバルドン,,じめん,,一般,,オボンのみ,0006-00,リザードン,,ほのお,ひこう,一般,,リザードナイトＹ,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,,こだわりスカーフ,0681-00,ギルガルド,シールドフォルム,はがね,ゴースト,一般,,のろいのおふだ,0130-00,ギャラドス,,みず,ひこう,一般,,ギャラドスナイト,0823-00,アーマーガア,,ひこう,はがね,一般,,たべのこし
242,2604.439,0450-00,カバルドン,,じめん,,一般,,オボンのみ,0006-00,リザードン,,ほのお,ひこう,一般,,リザードナイトＸ,0681-00,ギルガルド,シールドフォルム,はがね,ゴースト,一般,,のろいのおふだ,0730-00,アシレーヌ,,みず,フェアリー,一般,,たべのこし,0908-00,マスカーニャ,,くさ,あく,一般,,こだわりスカーフ,0094-00,ゲンガー,,ゴースト,どく,一般,,ゲンガナイト
243,2604.343,0823-00,アーマーガア,,ひこう,はがね,一般,,オボンのみ,0132-00,メタモン,,ノーマル,,一般,,こだわりスカーフ,0428-00,ミミロップ,,ノーマル,,一般,,ミミロップナイト,0730-00,アシレーヌ,,みず,フェアリー,一般,,たべのこし,0937-00,ソウブレイズ,,ほのお,ゴースト,一般,,きあいのタスキ,0094-00,ゲンガー,,ゴースト,どく,一般,,ゲンガナイト
245,2603.908,0445-00,ガブリアス,,ドラゴン,じめん,一般,,オボンのみ,0681-00,ギルガルド,シールドフォルム,はがね,ゴースト,一般,,たべのこし,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,のろいのおふだ,0670-05,フラエッテ,えいえんのはな,フェアリー,,一般,,フラエッテナイト,0009-00,カメックス,,みず,,一般,,カメックスナイト,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,しろいハーブ
246,2603.671,0478-00,ユキメノコ,,こおり,ゴースト,一般,,ユキメノコナイト,0094-00,ゲンガー,,ゴースト,どく,一般,,きあいのタスキ,0184-00,マリルリ,,みず,フェアリー,一般,,オボンのみ,0983-00,ドドゲザン,,あく,はがね,一般,,ラムのみ,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ,0823-00,アーマーガア,,ひこう,はがね,一般,,たべのこし
247,2603.668,0470-00,リーフィア,,くさ,,一般,,こだわりスカーフ,0197-00,ブラッキー,,あく,,一般,,たべのこし,0733-00,ドデカバシ,,ノーマル,ひこう,一般,,するどいくちばし,0530-00,ドリュウズ,,じめん,はがね,一般,,ドリュウズナイト,0009-00,カメックス,,みず,,一般,,カメックスナイト,0036-00,ピクシー,,フェアリー,,一般,,きあいのタスキ
248,2603.619,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,しろいハーブ,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,しんぴのしずく,0428-00,ミミロップ,,ノーマル,,一般,,ミミロップナイト,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,,ピントレンズ,0956-00,クエスパトラ,,エスパー,,一般,,オボンのみ,0036-00,ピクシー,,フェアリー,,一般,,ピクシナイト
249,2603.334,0584-00,バイバニラ,,こおり,,一般,,とけないこおり,0500-00,エンブオー,,ほのお,かくとう,一般,,エンブオナイト,0952-00,スコヴィラン,,くさ,ほのお,一般,,スコヴィラナイト,0983-00,ドドゲザン,,あく,はがね,一般,,きあいのタスキ,0071-00,ウツボット,,くさ,どく,一般,,ウツボットナイト,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,こだわりスカーフ
250,2603.089,0121-00,スターミー,,みず,エスパー,一般,,スターミナイト,0635-00,サザンドラ,,あく,ドラゴン,一般,,こだわりスカーフ,0681-00,ギルガルド,シールドフォルム,はがね,ゴースト,一般,,ラムのみ,0670-05,フラエッテ,えいえんのはな,フェアリー,,一般,,フラエッテナイト,0450-00,カバルドン,,じめん,,一般,,たべのこし,0212-00,ハッサム,,むし,はがね,一般,,オボンのみ
252,2602.807,0130-00,ギャラドス,,みず,ひこう,一般,,たべのこし,0428-00,ミミロップ,,ノーマル,,一般,,ミミロップナイト,0681-00,ギルガルド,シールドフォルム,はがね,ゴースト,一般,,のろいのおふだ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,しろいハーブ,0038-00,キュウコン,,ほのお,,一般,,もくたん,0450-00,カバルドン,,じめん,,一般,,オボンのみ
253,2602.733,0448-00,ルカリオ,,かくとう,はがね,一般,,ルカリオナイト,0428-00,ミミロップ,,ノーマル,,一般,,ミミロップナイト,0968-00,ミミズズ,,はがね,,一般,,オボンのみ,0635-00,サザンドラ,,あく,ドラゴン,一般,,こだわりスカーフ,0445-00,ガブリアス,,ドラゴン,じめん,一般,,きあいのタスキ,0681-00,ギルガルド,シールドフォルム,はがね,ゴースト,一般,,たべのこし
254,2602.480,0637-00,ウルガモス,,むし,ほのお,一般,,オボンのみ,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,こだわりスカーフ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,しろいハーブ,0130-00,ギャラドス,,みず,ひこう,一般,,ギャラドスナイト,0670-05,フラエッテ,えいえんのはな,フェアリー,,一般,,フラエッテナイト,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,,きあいのタスキ
257,2602.150,0003-00,フシギバナ,,くさ,どく,一般,,フシギバナイト,0197-00,ブラッキー,,あく,,一般,,たべのこし,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,,オボンのみ,0681-00,ギルガルド,シールドフォルム,はがね,ゴースト,一般,,のろいのおふだ,0655-00,マフォクシー,,ほのお,エスパー,一般,,マフォクシナイト
260,2601.762,0428-00,ミミロップ,,ノーマル,,一般,,ミミロップナイト,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ,0730-00,アシレーヌ,,みず,フェアリー,一般,,ラムのみ,0006-00,リザードン,,ほのお,ひこう,一般,,リザードナイトＹ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,オボンのみ,0956-00,クエスパトラ,,エスパー,,一般,,きあいのタスキ
261,2601.724,0445-00,ガブリアス,,ドラゴン,じめん,一般,,きあいのタスキ,0823-00,アーマーガア,,ひこう,はがね,一般,,たべのこし,0730-00,アシレーヌ,,みず,フェアリー,一般,,しんぴのしずく,0212-00,ハッサム,,むし,はがね,一般,,ハッサムナイト,0939-00,ハラバリー,,でんき,,一般,,シュカのみ,0130-00,ギャラドス,,みず,ひこう,一般,,ギャラドスナイト
264,2601.177,0009-00,カメックス,,みず,,一般,,カメックスナイト,0448-00,ルカリオ,,かくとう,はがね,一般,,ルカリオナイト,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ,0908-00,マスカーニャ,,くさ,あく,一般,,きあいのタスキ,0637-00,ウルガモス,,むし,ほのお,一般,,オボンのみ,0730-00,アシレーヌ,,みず,フェアリー,一般,,たべのこし
265,2600.837,0670-05,フラエッテ,えいえんのはな,フェアリー,,一般,,フラエッテナイト,0445-00,ガブリアス,,ドラゴン,じめん,一般,,オボンのみ,0733-00,ドデカバシ,,ノーマル,ひこう,一般,,きあいのタスキ,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,こだわりスカーフ,0911-00,ラウドボーン,,ほのお,ゴースト,一般,,たべのこし,0212-00,ハッサム,,むし,はがね,一般,,ハッサムナイト
267,2600.738,0009-00,カメックス,,みず,,一般,,カメックスナイト,0212-00,ハッサム,,むし,はがね,一般,,ハッサムナイト,0970-00,キラフロル,,いわ,どく,一般,,キラフロルナイト,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,きあいのタスキ,0584-00,バイバニラ,,こおり,,一般,,とけないこおり,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,ヨプのみ
268,2600.708,0248-00,バンギラス,,いわ,あく,一般,,たべのこし,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ,0952-00,スコヴィラン,,くさ,ほのお,一般,,スコヴィラナイト,0212-00,ハッサム,,むし,はがね,一般,,オボンのみ,0658-00,ゲッコウガ,,みず,あく,一般,,ゲッコウガナイト,0730-00,アシレーヌ,,みず,フェアリー,一般,,ようせいのハネ
269,2600.668,0450-00,カバルドン,,じめん,,一般,,オボンのみ,0448-00,ルカリオ,,かくとう,はがね,一般,,ルカリオナイト,0130-00,ギャラドス,,みず,ひこう,一般,,ギャラドスナイト,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,,でんきだま,0970-00,キラフロル,,いわ,どく,一般,,きあいのタスキ,0952-00,スコヴィラン,,くさ,ほのお,一般,,たべのこし
272,2600.459,0094-00,ゲンガー,,ゴースト,どく,一般,,ゲンガナイト,0197-00,ブラッキー,,あく,,一般,,たべのこし,0445-00,ガブリアス,,ドラゴン,じめん,一般,,きあいのタスキ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,しろいハーブ,0730-00,アシレーヌ,,みず,フェアリー,一般,,オボンのみ,0130-00,ギャラドス,,みず,ひこう,一般,,ギャラドスナイト
273,2600.266,0006-00,リザードン,,ほのお,ひこう,一般,,リザードナイトＹ,0450-00,カバルドン,,じめん,,一般,,オボンのみ,0036-00,ピクシー,,フェアリー,,一般,,たべのこし,0635-00,サザンドラ,,あく,ドラゴン,一般,,ヤチェのみ,0903-00,オオニューラ,,かくとう,どく,一般,,こだわりスカーフ,0306-00,ボスゴドラ,,はがね,いわ,一般,,ボスゴドラナイト
276,2599.790,0428-00,ミミロップ,,ノーマル,,一般,,ミミロップナイト,0956-00,クエスパトラ,,エスパー,,一般,,きあいのタスキ,0823-00,アーマーガア,,ひこう,はがね,一般,,たべのこし,0036-00,ピクシー,,フェアリー,,一般,,ピクシナイト,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,しんぴのしずく,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,オボンのみ
282,2598.412,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ,0823-00,アーマーガア,,ひこう,はがね,一般,,たべのこし,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,オボンのみ,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,きあいのタスキ,0130-00,ギャラドス,,みず,ひこう,一般,,ギャラドスナイト,0448-00,ルカリオ,,かくとう,はがね,一般,,ルカリオナイト
283,2598.192,0670-05,フラエッテ,えいえんのはな,フェアリー,,一般,,,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,,0752-00,オニシズクモ,,みず,むし,一般,,,0212-00,ハッサム,,むし,はがね,一般,,,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,,0445-00,ガブリアス,,ドラゴン,じめん,一般,,
285,2597.942,0212-00,ハッサム,,むし,はがね,一般,,ハッサムナイト,0952-00,スコヴィラン,,くさ,ほのお,一般,,スコヴィラナイト,0635-00,サザンドラ,,あく,ドラゴン,一般,,きあいのタスキ,0748-00,ドヒドイデ,,どく,みず,一般,,オボンのみ,0934-00,キョジオーン,,いわ,,一般,,たべのこし,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,,こだわりスカーフ
288,2596.928,0115-00,ガルーラ,,ノーマル,,一般,,ガルーラナイト,0094-00,ゲンガー,,ゴースト,どく,一般,,ゲンガナイト,0445-00,ガブリアス,,ドラゴン,じめん,一般,,ラムのみ,0823-00,アーマーガア,,ひこう,はがね,一般,,たべのこし,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,しろいハーブ,0730-00,アシレーヌ,,みず,フェアリー,一般,,オボンのみ
290,2596.536,0149-00,カイリュー,,ドラゴン,ひこう,一般,,カイリュナイト,0983-00,ドドゲザン,,あく,はがね,一般,,たべのこし,0858-00,ブリムオン,,エスパー,フェアリー,一般,,オボンのみ,0903-00,オオニューラ,,かくとう,どく,一般,,きあいのタスキ,0212-00,ハッサム,,むし,はがね,一般,,メタルコート,0130-00,ギャラドス,,みず,ひこう,一般,,ギャラドスナイト
293,2596.319,0115-00,ガルーラ,,ノーマル,,一般,,ガルーラナイト,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ,0681-00,ギルガルド,シールドフォルム,はがね,ゴースト,一般,,たべのこし,0036-00,ピクシー,,フェアリー,,一般,,きあいのタスキ,0003-00,フシギバナ,,くさ,どく,一般,,フシギバナイト,0350-00,ミロカロス,,みず,,一般,,オボンのみ
294,2596.131,0094-00,ゲンガー,,ゴースト,どく,一般,,ゲンガナイト,0197-00,ブラッキー,,あく,,一般,,たべのこし,0445-00,ガブリアス,,ドラゴン,じめん,一般,,きあいのタスキ,0130-00,ギャラドス,,みず,ひこう,一般,,オボンのみ,0730-00,アシレーヌ,,みず,フェアリー,一般,,カゴのみ,0212-00,ハッサム,,むし,はがね,一般,,ハッサムナイト
295,2595.919,0445-00,ガブリアス,,ドラゴン,じめん,一般,,,0730-00,アシレーヌ,,みず,フェアリー,一般,,,0635-00,サザンドラ,,あく,ドラゴン,一般,,,0212-00,ハッサム,,むし,はがね,一般,,,0937-00,ソウブレイズ,,ほのお,ゴースト,一般,,,0154-00,メガニウム,,くさ,,一般,,
298,2595.074,0670-05,フラエッテ,えいえんのはな,フェアリー,,一般,,フラエッテナイト,0445-00,ガブリアス,,ドラゴン,じめん,一般,,きあいのタスキ,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,こだわりスカーフ,0823-00,アーマーガア,,ひこう,はがね,一般,,たべのこし,0908-00,マスカーニャ,,くさ,あく,一般,,オボンのみ,0448-00,ルカリオ,,かくとう,はがね,一般,,ルカリオナイト
299,2594.807,0908-00,マスカーニャ,,くさ,あく,一般,,でんきだま,0968-00,ミミズズ,,はがね,,一般,,オボンのみ,0009-00,カメックス,,みず,,一般,,カメックスナイト,0952-00,スコヴィラン,,くさ,ほのお,一般,,たべのこし,0681-00,ギルガルド,シールドフォルム,はがね,ゴースト,一般,,きあいのタスキ,0970-00,キラフロル,,いわ,どく,一般,,キラフロルナイト
301,2593.689,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ,0094-00,ゲンガー,,ゴースト,どく,一般,,ゲンガナイト,0197-00,ブラッキー,,あく,,一般,,たべのこし,0121-00,スターミー,,みず,エスパー,一般,,スターミナイト,0970-00,キラフロル,,いわ,どく,一般,,きあいのタスキ,0730-00,アシレーヌ,,みず,フェアリー,一般,,オボンのみ
304,2592.230,0428-00,ミミロップ,,ノーマル,,一般,,ミミロップナイト,0823-00,アーマーガア,,ひこう,はがね,一般,,オボンのみ,0970-00,キラフロル,,いわ,どく,一般,,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,,カイリュナイト,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,,ラムのみ,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,きあいのタスキ
305,2591.989,0282-00,サーナイト,,エスパー,フェアリー,一般,,,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,,0428-00,ミミロップ,,ノーマル,,一般,,,0445-00,ガブリアス,,ドラゴン,じめん,一般,,,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,,,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,
